Genes,PN_VT_WT_acj6_B24,PN_VT_WT_acj6_C24,PN_VT_WT_acj6_D24,PN_VT_WT_acj6_E24,PN_VT_WT_acj6_F24,PN_VT_WT_acj6_G24
FBgn0264887,3,13,11,13,20,5
FBgn0264888,4,1,2,0,0,10
FBgn0264889,1,0,0,0,0,1
FBgn0264890,0,0,0,0,0,0
FBgn0264891,0,0,0,15,2,2
FBgn0264892,1,2,0,2,0,4
FBgn0264893,0,0,0,0,0,0
FBgn0264894,30,52,3,66,62,45
FBgn0264895,2676,3830,2423,3392,3127,3802
FBgn0264896,0,0,1,0,3,0
FBgn0264897,0,0,0,0,0,0
FBgn0264898,0,0,0,0,0,0
FBgn0264899,0,0,0,0,0,0
FBgn0264900,0,0,0,0,0,3
FBgn0264901,17,18,10,5,2,11
FBgn0264902,7,20,3,25,22,1
FBgn0264903,0,0,0,0,0,0
FBgn0264904,2,1,3,13,46,14
FBgn0264905,0,0,0,0,0,0
FBgn0264906,0,0,0,0,0,0
FBgn0264907,352,380,300,1862,671,1282
FBgn0264908,1150,1229,1047,1414,724,1039
FBgn0264909,0,0,0,0,0,0
FBgn0264911,0,0,0,0,1,0
FBgn0264912,0,0,0,0,0,0
FBgn0264914,0,0,0,0,5,0
FBgn0264915,2,3,1,2,3,4
FBgn0264916,0,0,0,0,0,0
FBgn0264922,23620,33171,27307,36662,25183,36348
FBgn0264939,0,0,0,0,0,0
FBgn0264940,0,1,0,4,0,8
FBgn0264941,0,0,0,0,0,0
FBgn0264942,0,0,0,0,0,0
FBgn0264943,0,0,5,0,0,0
FBgn0264944,1,0,0,0,0,0
FBgn0264945,0,3,2,21,40,0
FBgn0264946,6,10,14,13,16,22
FBgn0264947,4,14,16,9,32,67
FBgn0264948,0,0,0,0,0,0
FBgn0264949,0,0,0,0,0,0
FBgn0264950,20,37,16,40,17,69
FBgn0264951,0,0,2,0,0,0
FBgn0264952,0,0,0,0,0,0
FBgn0264953,1023,1770,923,3041,2027,1054
FBgn0264954,0,1,4,23,23,0
FBgn0264955,2,0,3,7,6,3
FBgn0264956,9,3,0,1,0,47
FBgn0264957,0,0,0,0,0,0
FBgn0264958,8,0,0,1,2,3
FBgn0264959,8589,11052,9910,23583,17041,19954
FBgn0264960,0,0,0,0,0,0
FBgn0264961,1,0,0,0,0,0
FBgn0264962,1295,1625,1303,1775,1743,2048
FBgn0264975,3767,3610,2263,6210,6167,5830
FBgn0264978,650,804,636,1106,652,775
FBgn0264979,6,30,0,2,0,0
FBgn0264980,1,0,9,2,2,4
FBgn0264982,3,0,0,0,0,0
FBgn0264983,0,0,0,0,0,0
FBgn0264984,0,1,0,0,0,0
FBgn0264985,0,0,0,0,0,0
FBgn0264986,0,0,0,0,0,0
FBgn0264987,0,0,0,0,0,1
FBgn0264988,0,0,0,0,0,0
FBgn0264989,0,0,0,0,0,0
FBgn0264990,0,0,0,0,0,0
FBgn0264991,0,0,0,0,0,0
FBgn0264992,0,0,0,0,0,0
FBgn0264993,0,0,0,0,0,0
FBgn0264994,0,0,0,0,0,13
FBgn0264995,0,0,0,0,1,2
FBgn0264996,3,5,1,3,3,6
FBgn0264997,0,0,0,0,0,0
FBgn0264998,0,0,0,0,0,0
FBgn0264999,1,0,1,53,1,0
FBgn0265000,0,0,0,0,0,2
FBgn0265001,6,32,0,0,0,0
FBgn0265002,993,854,1126,1895,1224,1601
FBgn0265003,619,836,403,1442,610,927
FBgn0265011,12,15,51,73,331,373
FBgn0265017,3,1,0,0,2,3
FBgn0265038,0,0,0,0,5,0
FBgn0265039,0,2,4,4,0,0
FBgn0265040,0,1,0,0,44,7
FBgn0265041,1,0,0,13,0,0
FBgn0265042,53,53,72,253,64,55
FBgn0265043,0,1,1,2,1,0
FBgn0265044,0,2,1,14,0,7
FBgn0265045,387,107,205,179,438,491
FBgn0265046,0,0,0,0,4,0
FBgn0265047,8,27,13,2,0,0
FBgn0265048,361,363,281,248,108,161
FBgn0265049,1,0,20,0,28,79
FBgn0265050,1,0,2,0,0,0
FBgn0265051,0,0,0,1,0,0
FBgn0265052,816,1492,941,1496,800,920
FBgn0265053,0,0,0,0,0,3
FBgn0265058,0,0,0,0,0,0
FBgn0265059,35,73,50,36,19,18
FBgn0265060,4,2,0,0,0,0
FBgn0265061,0,0,0,0,0,0
FBgn0265062,0,0,0,0,0,0
FBgn0265063,0,0,0,0,0,0
FBgn0265064,0,0,0,0,0,0
FBgn0265065,0,0,0,0,0,5
FBgn0265066,2,0,0,0,0,0
FBgn0265067,0,0,0,0,7,3
FBgn0265068,19,52,37,33,29,51
FBgn0265069,0,0,0,0,0,0
FBgn0265070,0,0,0,0,0,0
FBgn0265071,2,2,3,4,2,4
FBgn0265072,0,0,2,0,0,0
FBgn0265073,0,0,0,0,0,0
FBgn0265074,1,9,0,0,1,0
FBgn0265075,0,0,0,0,0,0
FBgn0265076,0,2,0,2,2,0
FBgn0265077,1,0,0,1,0,6
FBgn0265078,0,0,8,0,0,0
FBgn0265079,0,0,0,0,0,0
FBgn0265080,0,0,0,0,0,0
FBgn0265081,0,0,0,0,0,0
FBgn0265082,7269,10711,6645,19937,15745,19219
FBgn0265083,0,0,0,0,0,0
FBgn0265084,0,1,4,3,2,6
FBgn0265085,0,0,0,0,0,0
FBgn0265086,0,0,0,0,0,0
FBgn0265087,0,0,0,0,0,0
FBgn0265088,0,0,0,0,0,0
FBgn0265089,0,0,0,33,0,0
FBgn0265095,0,0,0,0,0,0
FBgn0265096,4,40,5,3,40,19
FBgn0265097,0,0,0,0,0,0
FBgn0265098,23,29,21,25,14,19
FBgn0265099,1,0,2,0,0,5
FBgn0265101,1329,1712,1218,1490,1140,1256
FBgn0265102,32,36,21,59,24,253
FBgn0265103,9,1,7,3,4,3
FBgn0265104,23,185,15,27,187,58
FBgn0265105,2,0,0,4,0,17
FBgn0265106,0,0,7,223,261,686
FBgn0265107,0,0,0,0,0,0
FBgn0265137,907,937,659,1582,852,1184
FBgn0265138,0,0,0,0,0,0
FBgn0265139,18,3,1,5,2,2
FBgn0265140,1349,1689,1615,2068,1965,1669
FBgn0265141,1,2,19,2,14,52
FBgn0265142,0,0,0,0,0,0
FBgn0265143,0,6,2,0,0,0
FBgn0265144,0,0,1,0,0,0
FBgn0265145,0,0,0,1,0,0
FBgn0265146,0,0,0,0,0,0
FBgn0265147,0,0,0,0,0,0
FBgn0265148,0,0,0,0,2,0
FBgn0265149,84,130,99,36,57,110
FBgn0265150,0,0,0,0,0,0
FBgn0265151,0,0,0,0,0,0
FBgn0265152,0,5,2,4,0,0
FBgn0265153,7,11,86,100,9,304
FBgn0265154,1,1,0,0,0,14
FBgn0265155,0,0,0,0,0,0
FBgn0265156,0,0,0,0,0,0
FBgn0265157,1,0,0,0,3,1
FBgn0265158,0,0,0,0,0,0
FBgn0265159,0,0,61,0,0,0
FBgn0265160,0,0,0,0,0,0
FBgn0265161,1,0,0,2,0,0
FBgn0265162,0,0,0,0,0,0
FBgn0265163,0,0,7,1,0,0
FBgn0265164,0,0,0,7,0,0
FBgn0265165,0,0,0,0,0,1
FBgn0265166,0,0,0,0,0,0
FBgn0265167,0,1,0,0,0,0
FBgn0265168,0,0,0,0,0,0
FBgn0265169,0,0,0,0,0,0
FBgn0265174,442,572,521,423,557,944
FBgn0265176,0,0,0,0,18,5
FBgn0265177,2458,4443,3730,5848,2685,4046
FBgn0265178,33,35,27,33,8,55
FBgn0265180,207,270,280,623,213,404
FBgn0265182,27074,37009,24731,51646,44168,52113
FBgn0265184,59,13,28,34,35,59
FBgn0265185,0,1,28,0,0,25
FBgn0265186,0,0,0,1,0,44
FBgn0265187,6,4,0,11,9,6
FBgn0265188,0,0,0,0,0,0
FBgn0265189,183,288,122,206,221,119
FBgn0265190,1146,937,1095,1157,1167,856
FBgn0265191,387,316,179,917,1289,1143
FBgn0265192,2093,2984,1883,2746,1898,2259
FBgn0265193,911,1106,821,1369,1022,1301
FBgn0265194,361,237,134,275,210,136
FBgn0265196,0,0,0,0,0,0
FBgn0265197,0,0,2,0,0,22
FBgn0265198,0,0,8,0,0,0
FBgn0265199,1,0,0,0,0,2
FBgn0265200,0,0,0,0,0,0
FBgn0265201,0,1,4,1,9,0
FBgn0265202,0,0,1,0,0,0
FBgn0265203,0,1,1,0,0,0
FBgn0265204,0,0,0,0,0,0
FBgn0265205,30,50,16,35,32,45
FBgn0265252,217,315,231,305,227,336
FBgn0265253,0,0,0,4,1,5
FBgn0265254,0,1,0,1,1,0
FBgn0265255,0,0,0,0,41,0
FBgn0265256,0,0,0,0,0,0
FBgn0265257,0,0,0,0,0,0
FBgn0265262,15990,17045,12008,15712,12510,15341
FBgn0265263,0,0,0,2,1,1
FBgn0265264,0,2,1,1,2,3
FBgn0265265,0,0,0,0,0,0
FBgn0265266,0,1,0,0,0,0
FBgn0265267,0,0,0,0,0,0
FBgn0265268,0,0,0,0,1,3
FBgn0265269,0,0,0,35,9,16
FBgn0265270,0,0,0,0,0,0
FBgn0265271,0,0,1,35,0,0
FBgn0265272,0,0,4,0,0,0
FBgn0265274,244,452,294,190,184,281
FBgn0265276,2557,2919,2582,3568,2598,2524
FBgn0265295,0,4,5,3,1,17
FBgn0265296,10311,11773,8816,20322,16901,20581
FBgn0265297,16279,18477,11969,18516,14381,16269
FBgn0265298,9999,12726,10124,12873,10987,13954
FBgn0265299,4,34,8,12,0,3
FBgn0265300,0,0,0,0,3,0
FBgn0265301,71,55,30,12,62,52
FBgn0265302,0,0,0,0,1,0
FBgn0265303,0,0,0,4,1,0
FBgn0265304,0,0,0,0,0,0
FBgn0265305,0,0,0,0,0,0
FBgn0265306,0,0,0,0,0,0
FBgn0265307,0,0,0,0,0,0
FBgn0265308,0,1,0,0,0,0
FBgn0265309,0,0,0,0,0,0
FBgn0265310,4,3,0,30,9,46
FBgn0265311,0,14,1,0,0,19
FBgn0265312,0,2,0,0,1,1
FBgn0265313,12,11,0,0,1,0
FBgn0265314,0,4,0,0,9,2
FBgn0265315,0,0,0,4,0,1
FBgn0265316,1,0,0,29,3,1
FBgn0265317,0,0,0,0,0,0
FBgn0265318,36,25,6,19,3,24
FBgn0265338,0,0,0,1,11,5
FBgn0265339,0,0,0,0,0,0
FBgn0265340,13,15,13,29,25,2
FBgn0265341,0,0,2,0,0,1
FBgn0265342,2,0,0,0,0,7
FBgn0265343,0,0,0,0,0,0
FBgn0265344,0,0,0,0,0,0
FBgn0265345,5,2,0,2,3,8
FBgn0265346,0,0,0,0,0,0
FBgn0265347,0,0,0,0,0,0
FBgn0265348,0,0,0,0,0,0
FBgn0265349,0,0,0,0,0,0
FBgn0265351,1406,2991,1743,2283,1662,2425
FBgn0265356,4,12,7,65,35,15
FBgn0265362,1,2,5,1,4,7
FBgn0265363,2,0,0,0,1,0
FBgn0265364,4,0,0,0,0,2
FBgn0265365,3,0,21,17,40,20
FBgn0265366,0,0,0,0,0,4
FBgn0265367,0,0,0,0,0,0
FBgn0265368,0,0,0,0,0,2
FBgn0265369,0,0,0,0,0,0
FBgn0265370,0,0,0,0,0,0
FBgn0265371,0,0,0,0,1,0
FBgn0265372,0,0,0,0,3,0
FBgn0265373,55,126,64,92,88,122
FBgn0265374,0,1,0,0,0,0
FBgn0265375,0,0,0,0,0,0
FBgn0265376,2,0,0,3,0,1
FBgn0265377,0,0,0,0,0,0
FBgn0265378,0,0,0,0,0,0
FBgn0265379,175,193,180,294,174,402
FBgn0265380,8,15,4,17,13,1
FBgn0265381,0,0,0,0,15,0
FBgn0265382,0,0,0,0,0,0
FBgn0265383,0,0,0,0,0,0
FBgn0265413,171,195,111,338,499,514
FBgn0265414,0,0,0,0,0,0
FBgn0265416,61,228,52,122,239,114
FBgn0265417,0,0,0,0,0,0
FBgn0265418,0,0,0,0,0,0
FBgn0265419,12,33,14,30,14,8
FBgn0265420,1,2,0,0,2,0
FBgn0265421,0,2,0,0,0,0
FBgn0265422,1,3,3,2,0,2
FBgn0265423,0,1,0,0,0,0
FBgn0265424,0,2,0,0,0,0
FBgn0265425,0,0,0,0,0,0
FBgn0265426,0,3,0,0,0,0
FBgn0265427,0,0,0,3,1,0
FBgn0265428,28,46,14,84,41,47
FBgn0265429,0,0,0,0,0,1
FBgn0265434,9205,8346,5800,7585,6429,6878
FBgn0265443,0,0,0,0,2,2
FBgn0265444,4,34,19,20,34,38
FBgn0265445,0,2,12,11,4,7
FBgn0265446,0,0,0,4,0,0
FBgn0265447,1,0,1,21,0,2
FBgn0265448,0,1,1,5,0,3
FBgn0265449,9,0,0,0,0,0
FBgn0265450,23,4,0,3,0,74
FBgn0265451,2,0,0,0,0,0
FBgn0265452,0,0,2,0,0,0
FBgn0265453,0,0,0,0,0,0
FBgn0265454,0,0,1,0,0,0
FBgn0265455,0,2,0,0,0,1
FBgn0265457,0,1,8,0,0,5
FBgn0265458,0,0,0,0,14,0
FBgn0265464,1206,1630,1003,1563,971,1196
FBgn0265467,0,0,1,0,0,0
FBgn0265468,0,0,0,0,0,0
FBgn0265469,5,0,5,0,0,4
FBgn0265470,0,0,0,0,0,0
FBgn0265487,8856,10886,8881,13212,7930,10995
FBgn0265496,3,1,0,0,0,1
FBgn0265497,5,5,1,1,1,1
FBgn0265498,6,26,3,0,0,8
FBgn0265499,6,5,14,105,40,47
FBgn0265500,0,0,0,0,5,0
FBgn0265508,0,1,1,61,37,0
FBgn0265509,0,1,0,0,0,0
FBgn0265510,0,1,4,4,1,0
FBgn0265511,0,1,0,0,0,0
FBgn0265512,3940,4518,2041,3471,3599,3150
FBgn0265523,1745,2416,1760,2645,1843,2705
FBgn0265524,0,0,0,0,0,1
FBgn0265525,0,0,0,0,0,0
FBgn0265526,0,0,0,0,0,0
FBgn0265527,0,2,0,1,0,2
FBgn0265529,0,0,0,0,0,0
FBgn0265530,5,36,4,4,16,18
FBgn0265531,42,59,29,14,7,29
FBgn0265532,3,38,24,0,30,12
FBgn0265533,1,4,1,0,0,0
FBgn0265534,2,2,0,1,0,3
FBgn0265535,0,0,25,1,0,6
FBgn0265536,0,0,0,0,0,0
FBgn0265537,0,0,0,0,0,0
FBgn0265538,0,0,0,0,0,0
FBgn0265539,0,0,0,0,0,0
FBgn0265540,34,3,7,22,1,129
FBgn0265541,0,0,0,0,0,0
FBgn0265542,2,5,18,1,9,0
FBgn0265543,0,0,0,0,0,0
FBgn0265544,0,0,0,0,2,1
FBgn0265545,0,0,1,0,0,0
FBgn0265546,2,0,1,12,2,13
FBgn0265547,0,0,0,0,10,0
FBgn0265548,0,0,0,0,0,0
FBgn0265549,0,0,1,0,0,0
FBgn0265550,1,0,0,4,0,0
FBgn0265551,1,3,0,36,8,0
FBgn0265574,1376,972,887,579,886,1143
FBgn0265575,54,500,277,15,185,14
FBgn0265576,0,7,0,0,1,111
FBgn0265577,1,3,0,0,5,3
FBgn0265578,41,303,115,151,228,3
FBgn0265579,0,0,0,0,0,0
FBgn0265580,0,0,0,0,1,0
FBgn0265581,0,0,0,0,0,0
FBgn0265582,0,0,0,0,0,0
FBgn0265583,0,0,0,0,0,0
FBgn0265584,5,4,2,2,8,2
FBgn0265585,0,0,0,1,1,0
FBgn0265586,0,0,0,4,0,0
FBgn0265587,0,0,0,0,0,0
FBgn0265588,0,0,0,0,0,0
FBgn0265589,1,0,0,0,0,0
FBgn0265590,73,138,125,193,59,78
FBgn0265591,0,1,0,0,0,0
FBgn0265592,13,4,4,3,11,5
FBgn0265593,1,0,5,23,0,0
FBgn0265594,0,2,0,28,0,0
FBgn0265595,2142,3595,1752,4258,2748,3829
FBgn0265596,0,0,0,0,0,0
FBgn0265597,1143,1883,1422,1417,1005,2134
FBgn0265598,1120,1730,1185,1116,727,872
FBgn0265605,4429,4656,2754,4791,2716,4801
FBgn0265606,18,0,0,3,204,3
FBgn0265607,0,0,0,0,0,0
FBgn0265608,2,0,0,0,0,0
FBgn0265609,0,0,0,0,0,0
FBgn0265610,0,0,0,0,1,0
FBgn0265611,71,53,40,52,30,51
FBgn0265612,3,0,0,22,11,3
FBgn0265613,0,17,0,0,4,3
FBgn0265614,0,0,0,0,0,0
FBgn0265623,1482,2852,1132,3140,2884,3847
FBgn0265625,5,1,1,0,17,55
FBgn0265626,0,0,0,0,0,0
FBgn0265627,0,0,0,0,0,0
FBgn0265629,0,0,5,1,0,0
FBgn0265630,593,847,771,511,563,409
FBgn0265631,0,0,0,0,3,0
FBgn0265632,0,0,0,0,0,0
FBgn0265633,1,4,3,0,0,0
FBgn0265634,0,5,1,14,3,4
FBgn0265635,0,22,0,0,14,16
FBgn0265636,0,1,0,0,0,5
FBgn0265637,6,12,22,0,5,0
FBgn0265638,0,2,0,0,1,6
FBgn0265639,0,0,0,0,0,0
FBgn0265640,9,7,12,44,7,18
FBgn0265641,0,9,0,0,0,2
FBgn0265642,0,0,0,0,0,0
FBgn0265643,7,4,6,9,1,11
FBgn0265644,18,20,10,56,2,58
FBgn0265645,0,0,0,0,0,0
FBgn0265646,0,0,0,2,0,0
FBgn0265648,0,1,0,0,0,2
FBgn0265649,0,0,0,0,0,2
FBgn0265650,0,0,0,0,0,4
FBgn0265651,16,29,4,31,26,1
FBgn0265652,0,0,0,0,0,0
FBgn0265653,0,0,0,0,80,0
FBgn0265654,0,0,0,40,0,0
FBgn0265655,1,2,20,15,7,15
FBgn0265656,0,3,0,0,0,1
FBgn0265657,0,4,0,1,4,0
FBgn0265658,7,1,1,5,1,9
FBgn0265659,0,3,0,4,8,2
FBgn0265660,0,0,0,0,0,0
FBgn0265661,0,0,0,20,0,7
FBgn0265662,0,0,0,0,0,0
FBgn0265663,8,2,4,3,4,6
FBgn0265664,1,3,3,0,0,1
FBgn0265665,3,32,7,8,2,37
FBgn0265666,6,4,0,7,1,6
FBgn0265667,13,27,13,6,6,32
FBgn0265668,0,0,0,1,0,0
FBgn0265669,0,0,0,0,0,0
FBgn0265670,0,0,7,0,0,2
FBgn0265671,0,1,0,0,0,0
FBgn0265672,0,0,0,0,0,3
FBgn0265673,0,0,3,1,0,3
FBgn0265674,0,1,0,0,0,0
FBgn0265675,0,1,0,0,0,0
FBgn0265676,0,0,0,0,0,0
FBgn0265677,0,0,0,0,0,0
FBgn0265678,0,0,0,0,0,0
FBgn0265679,0,0,0,7,0,0
FBgn0265680,0,0,0,0,0,0
FBgn0265681,0,1,0,0,0,0
FBgn0265682,0,0,0,0,0,0
FBgn0265683,0,0,0,0,0,0
FBgn0265684,1,0,0,0,6,0
FBgn0265685,1,0,0,0,0,0
FBgn0265686,0,0,0,7,0,0
FBgn0265687,0,0,0,0,0,0
FBgn0265688,0,0,0,0,0,1
FBgn0265689,15,0,0,1,0,0
FBgn0265690,0,0,0,0,0,0
FBgn0265691,18,0,0,0,0,0
FBgn0265692,0,1,0,0,0,0
FBgn0265693,0,0,0,0,0,0
FBgn0265694,0,0,0,0,0,0
FBgn0265695,0,0,0,0,0,0
FBgn0265696,0,2,0,0,0,0
FBgn0265697,2,0,0,1,0,0
FBgn0265698,0,0,0,0,0,0
FBgn0265699,87,104,59,120,68,127
FBgn0265700,0,0,0,7,0,0
FBgn0265701,0,0,0,0,0,0
FBgn0265702,0,0,0,0,0,0
FBgn0265703,0,0,0,0,0,0
FBgn0265704,0,0,0,0,0,1
FBgn0265705,8,0,33,1,0,1
FBgn0265706,0,0,0,0,0,0
FBgn0265707,1,18,2,4,14,12
FBgn0265708,0,0,0,0,0,1
FBgn0265709,0,1,0,0,0,0
FBgn0265710,57,54,9,72,7,2
FBgn0265711,0,0,0,0,1,0
FBgn0265712,0,0,1,0,0,0
FBgn0265713,0,0,0,6,0,0
FBgn0265714,0,0,0,0,0,18
FBgn0265715,0,0,0,0,0,0
FBgn0265716,1,2,0,2,5,0
FBgn0265717,0,0,0,0,5,0
FBgn0265718,0,3,2,0,0,0
FBgn0265719,0,0,0,0,3,0
FBgn0265720,0,0,0,0,0,0
FBgn0265721,0,0,0,0,14,0
FBgn0265722,0,21,3,0,2,15
FBgn0265723,0,0,1,0,0,0
FBgn0265724,17,2,15,13,19,6
FBgn0265725,0,8,0,0,0,0
FBgn0265726,702,290,450,345,104,244
FBgn0265727,0,0,0,0,0,0
FBgn0265728,0,2,1,0,2,0
FBgn0265729,0,0,0,0,1,0
FBgn0265730,12,1,0,1,0,0
FBgn0265731,0,1,3,0,0,0
FBgn0265732,0,0,0,0,0,0
FBgn0265733,0,0,0,0,0,0
FBgn0265734,0,0,0,0,0,0
FBgn0265735,0,0,0,0,0,0
FBgn0265736,0,0,0,0,0,0
FBgn0265737,4,1,9,0,0,3
FBgn0265738,0,0,1,0,0,0
FBgn0265739,0,0,0,0,0,0
FBgn0265740,0,0,0,2,0,0
FBgn0265741,0,0,0,0,0,0
FBgn0265742,0,0,0,0,0,0
FBgn0265743,0,0,0,0,0,0
FBgn0265744,0,0,0,0,0,0
FBgn0265745,1,10,3,1,2,12
FBgn0265746,9,5,41,7,4,40
FBgn0265747,0,0,0,1,0,0
FBgn0265748,0,0,0,0,0,1
FBgn0265749,0,0,0,0,0,0
FBgn0265750,0,0,0,0,0,1
FBgn0265751,1,0,22,0,0,0
FBgn0265752,0,0,0,0,0,0
FBgn0265753,0,0,0,0,0,0
FBgn0265754,0,0,0,1,0,0
FBgn0265755,0,0,0,0,0,0
FBgn0265756,13,25,19,42,4,5
FBgn0265757,0,0,0,3,1,0
FBgn0265758,0,4,0,0,0,1
FBgn0265759,5,10,27,30,22,0
FBgn0265760,1,5,0,0,2,0
FBgn0265761,0,0,0,0,0,0
FBgn0265762,9,8,44,3,30,147
FBgn0265763,0,0,0,0,0,0
FBgn0265764,0,0,0,0,0,0
FBgn0265765,0,0,0,5,0,0
FBgn0265766,0,0,0,0,0,2
FBgn0265767,577,835,582,493,210,438
FBgn0265778,386,322,286,815,1573,393
FBgn0265784,132,126,110,327,55,58
FBgn0265785,0,0,0,0,0,0
FBgn0265786,0,3,0,0,0,0
FBgn0265787,2,0,0,0,0,1
FBgn0265788,0,0,0,0,0,1
FBgn0265789,0,0,0,0,0,0
FBgn0265790,0,0,0,0,0,0
FBgn0265791,0,0,0,0,0,0
FBgn0265792,0,0,0,2,2,0
FBgn0265793,11,0,3,0,0,1
FBgn0265794,0,0,0,0,0,0
FBgn0265795,0,0,0,0,0,0
FBgn0265796,0,0,0,1,0,0
FBgn0265797,0,0,0,0,0,1
FBgn0265798,0,0,0,0,0,1
FBgn0265799,0,0,0,1,0,0
FBgn0265800,2,3,1,6,3,1
FBgn0265801,3,0,0,3,0,0
FBgn0265802,0,0,0,1,0,0
FBgn0265803,12,0,0,0,0,3
FBgn0265804,46,0,0,0,3,0
FBgn0265805,0,0,0,0,1,0
FBgn0265806,0,0,2,0,3,0
FBgn0265807,0,0,0,0,3,0
FBgn0265808,0,0,1,0,0,0
FBgn0265809,0,1,0,0,0,1
FBgn0265810,6,0,0,0,0,0
FBgn0265811,1,0,1,0,0,0
FBgn0265812,0,0,0,0,0,0
FBgn0265813,0,1,0,0,0,0
FBgn0265814,14,18,3,13,1,4
FBgn0265815,0,0,0,0,0,0
FBgn0265816,0,0,0,0,0,0
FBgn0265817,0,0,1,0,38,7
FBgn0265818,0,0,0,0,0,0
FBgn0265819,3,5,5,11,2,0
FBgn0265820,1,0,0,0,0,0
FBgn0265821,0,0,0,0,0,0
FBgn0265822,0,2,0,0,0,0
FBgn0265823,24,0,0,37,78,42
FBgn0265824,0,0,0,0,0,0
FBgn0265825,0,0,0,0,0,0
FBgn0265826,0,2,1,0,0,0
FBgn0265827,0,0,0,0,0,1
FBgn0265828,0,0,0,0,0,0
FBgn0265829,0,0,0,0,0,0
FBgn0265830,0,0,3,19,5,0
FBgn0265831,0,0,0,0,0,0
FBgn0265832,0,0,0,68,0,0
FBgn0265833,0,0,0,0,0,0
FBgn0265834,0,0,0,0,0,0
FBgn0265835,0,1,0,0,0,0
FBgn0265836,0,0,0,0,1,0
FBgn0265837,0,0,0,0,0,0
FBgn0265838,0,0,0,0,0,0
FBgn0265839,55,85,57,38,32,123
FBgn0265840,0,0,0,0,0,0
FBgn0265841,0,0,0,0,0,0
FBgn0265842,0,0,0,0,0,0
FBgn0265843,2,0,0,0,0,0
FBgn0265844,0,0,0,0,0,1
FBgn0265845,0,0,0,0,0,0
FBgn0265846,0,0,0,0,0,0
FBgn0265847,0,0,0,0,0,0
FBgn0265849,0,0,0,0,0,0
FBgn0265850,0,0,5,0,0,0
FBgn0265851,0,0,0,0,0,0
FBgn0265852,0,0,0,0,0,0
FBgn0265853,16,10,2,4,3,0
FBgn0265854,14,0,2,0,0,4
FBgn0265855,0,0,0,0,0,0
FBgn0265856,0,0,0,0,0,0
FBgn0265857,0,0,0,0,0,0
FBgn0265858,0,0,0,0,0,0
FBgn0265859,0,0,0,0,0,0
FBgn0265860,0,0,0,0,0,0
FBgn0265861,0,0,0,2,0,0
FBgn0265862,0,0,0,0,0,0
FBgn0265863,0,0,1,0,0,0
FBgn0265864,0,0,0,0,0,0
FBgn0265865,0,0,0,0,1,0
FBgn0265866,0,0,9,0,0,0
FBgn0265868,17,1,30,24,0,93
FBgn0265869,0,0,0,0,0,0
FBgn0265870,0,0,0,0,0,0
FBgn0265871,29,13,16,31,0,124
FBgn0265872,0,0,0,0,0,0
FBgn0265873,20,27,36,27,4,22
FBgn0265874,34,64,61,92,76,78
FBgn0265875,0,0,0,0,0,0
FBgn0265876,0,0,0,0,0,0
FBgn0265877,9,1,94,4,40,20
FBgn0265878,0,0,0,1,0,0
FBgn0265879,0,0,0,0,0,0
FBgn0265880,0,0,0,0,0,0
FBgn0265881,0,0,0,0,0,0
FBgn0265882,0,0,0,0,0,0
FBgn0265883,0,0,0,0,0,0
FBgn0265884,0,0,0,0,0,0
FBgn0265885,0,0,0,0,0,0
FBgn0265886,0,0,0,0,0,0
FBgn0265887,0,0,0,4,0,0
FBgn0265888,10,0,16,0,3,25
FBgn0265889,0,0,0,0,0,0
FBgn0265890,0,0,3,0,1,0
FBgn0265891,0,0,0,0,0,0
FBgn0265892,0,0,0,0,0,0
FBgn0265893,0,1,0,0,0,0
FBgn0265894,2,0,0,0,0,1
FBgn0265895,0,0,0,0,0,0
FBgn0265896,0,0,3,0,0,0
FBgn0265897,0,0,0,0,0,0
FBgn0265898,0,0,0,0,0,0
FBgn0265899,0,0,0,0,0,0
FBgn0265900,0,0,0,0,0,0
FBgn0265901,233,77,33,61,194,132
FBgn0265902,0,0,0,0,0,0
FBgn0265903,0,0,0,0,0,6
FBgn0265904,0,0,0,0,0,0
FBgn0265905,0,0,0,0,0,0
FBgn0265906,0,0,0,0,0,0
FBgn0265907,0,0,0,0,0,0
FBgn0265908,0,0,4,0,0,0
FBgn0265909,0,0,3,0,0,0
FBgn0265910,0,0,1,0,0,0
FBgn0265911,0,0,0,0,0,0
FBgn0265912,0,0,0,0,0,2
FBgn0265913,1,5,1,1,3,0
FBgn0265914,1,0,0,1,8,0
FBgn0265915,2,5,4,9,3,5
FBgn0265916,0,2,0,0,2,0
FBgn0265917,0,0,0,2,0,1
FBgn0265918,3,7,0,3,6,24
FBgn0265919,0,0,0,4,8,6
FBgn0265920,1,0,0,0,0,0
FBgn0265921,0,1,16,0,0,0
FBgn0265922,0,0,0,0,0,0
FBgn0265923,0,0,0,0,0,0
FBgn0265924,0,0,0,0,0,0
FBgn0265925,0,0,0,1,0,0
FBgn0265926,0,0,0,19,0,3
FBgn0265927,0,0,0,0,0,0
FBgn0265928,6,6,14,17,1,24
FBgn0265929,115,5,148,154,310,648
FBgn0265930,0,0,0,0,0,0
FBgn0265931,0,0,1,0,0,18
FBgn0265932,0,0,0,0,0,0
FBgn0265933,0,0,0,0,0,0
FBgn0265934,0,0,0,0,0,0
FBgn0265935,831,808,542,550,601,308
FBgn0265937,4,4,8,23,7,2
