,NAME,ensembl,htseqout_filter_B24,htseqout_filter_C24,htseqout_filter_D24,htseqout_filter_E24,htseqout_filter_F24,htseqout_filter_G24
6344,ND-13B,FBgn0047038,6.780518195,6.917373874,7.254316709,7.115851501,6.997797704,7.128703235
6345,CG31142,FBgn0047114,3.977599267,4.070226689,4.36431976,4.608102836,4.391854075,3.903723289
6346,CG32276,FBgn0047135,8.270069897,8.175031904,8.419435551,8.270129229,7.901057686,8.27061588
6347,CG32147,FBgn0047178,4.212680439,4.243316991,4.358734057,3.540502265,3.766789887,3.853031073
6348,GstT1,FBgn0050000,5.37959667,4.976229943,4.74225173,4.970557208,4.308417499,5.420154456
6349,CG30001,FBgn0050001,0.469747574,1.064161913,2.611446361,2.138298524,0.74865668,1.179799296
6350,GstT2,FBgn0050005,3.716360991,4.010951245,3.094004722,3.820417594,4.105869468,3.908957148
6351,CG30007,FBgn0050007,5.066850196,4.907467688,5.47098466,4.833587176,5.443217783,4.915091092
6352,CG30010,FBgn0050010,4.245673768,3.962234128,4.386448793,3.866193195,4.305961224,4.12000039
6353,gem,FBgn0050011,4.309479616,4.622382819,4.369883921,3.57334232,4.490331466,3.814505081
6354,CG30015,FBgn0050015,3.825867218,3.702957486,3.66869361,4.113983216,4.051188223,4.684284226
6355,CG30020,FBgn0050020,5.560934436,5.371368894,5.119491795,5.926544713,7.053768676,6.339935815
6356,metro,FBgn0050021,5.046710132,4.437781387,4.310361585,4.888118871,4.33516407,4.519556744
6357,CG30022,FBgn0050022,4.060289576,4.441527607,3.932053321,4.716451743,4.337571167,5.177194521
6358,Tret1-1,FBgn0050035,3.117097466,2.17439751,1.986320788,0.111588304,1.036316124,1.814172605
6359,CG30036,FBgn0050036,1.020227069,0.786332723,0.760400307,-0.807427943,-0.998417637,3.260300005
6360,CG30037,FBgn0050037,3.510058162,2.975768073,4.008953244,1.627465004,1.807480075,1.610797447
6361,s-cup,FBgn0050044,0.542359898,0.029020725,-1.249707033,1.814895914,1.446301797,-4.002720471
6362,CG30046,FBgn0050046,-4.002720471,-3.074225423,-2.459845447,4.153612413,0.832965292,2.445638063
6363,CG30051,FBgn0050051,4.050986741,3.957008993,4.324757916,4.309881167,4.111506645,4.226545834
6364,CG30053,FBgn0050053,0.914768725,0.411686699,1.469060022,-2.164078573,-2.94572131,1.179799296
6365,CR30055,FBgn0050055,3.352383865,3.755066569,4.321890119,4.215254668,3.873487972,4.460184925
6366,CG30069,FBgn0050069,5.727852958,5.858418076,5.862017095,5.144540586,4.672976374,4.790185947
6367,Blos1,FBgn0050077,6.367940405,6.7769153,6.894437368,6.857120287,6.909141846,6.533229024
6368,Rif1,FBgn0050085,-4.002720471,0.471540604,-1.935916106,1.209624885,1.214513243,-0.143161469
6369,CG30089,FBgn0050089,6.041438836,5.955933935,6.036588438,6.495676492,6.06247164,6.253087236
6370,CG30094,FBgn0050094,3.53251334,3.33118527,3.439186549,3.475968519,2.722722605,3.757619603
6371,CG30096,FBgn0050096,2.49525115,2.87962906,2.899983126,1.44075599,2.25734194,2.582949322
6372,CG30101,FBgn0050101,-4.002720471,-4.002720471,1.942183658,-2.348616583,1.354204174,1.433294378
6373,NT5E-2,FBgn0050104,2.857322584,3.290221781,2.884517324,1.770271265,-0.040348131,3.359209367
6374,CG30105,FBgn0050105,2.179586397,3.182415883,2.355099625,3.322161307,2.77338657,3.955226581
6375,CCHa1-R,FBgn0050106,2.531377918,2.50312774,1.195901567,1.961033501,1.128164229,3.175980246
6376,CG30109,FBgn0050109,4.167481768,4.350812447,4.687603255,4.548240011,3.781008971,4.781651736
6377,GEFmeso,FBgn0050115,7.543285146,7.211445747,7.135626043,8.021825961,7.763266297,8.173114423
6378,Ttd14,FBgn0050118,5.066850196,4.73045109,4.595617388,4.797906623,5.162834619,4.076472978
6379,CG30122,FBgn0050122,5.733679112,5.926830541,5.640540335,6.195885087,6.058099504,6.143569434
6380,Ir56a,FBgn0050125,1.729000259,3.177931478,-0.155102255,3.375273314,2.863002007,2.177254386
6381,CG30154,FBgn0050154,0.914768725,1.194198775,1.86548165,2.357767564,0.563643284,0.48037248
6382,CG30156,FBgn0050156,5.730768976,5.216002974,5.426289869,5.75250949,5.389708969,5.445588361
6383,CG30158,FBgn0050158,4.038488907,4.330752799,3.773166453,4.754177915,4.403389222,4.440441183
6384,CG30159,FBgn0050159,1.681562476,4.013470295,2.388376758,2.075495862,1.582424475,1.868912293
6385,Brca2,FBgn0050169,0.771084926,1.024749172,1.911990421,1.496611821,0.659113752,1.648834172
6386,CG30172,FBgn0050172,9.251514262,9.510046121,9.730365152,9.824954647,9.383332886,9.654012574
6387,CG30183,FBgn0050183,5.984753379,5.926162229,6.02340958,5.651556088,6.560245459,5.656319525
6388,CG30184,FBgn0050184,3.811248096,4.358758857,4.841706232,1.627465004,2.25734194,2.096981712
6389,AIMP3,FBgn0050185,6.087664614,5.931500078,6.080516893,5.956106224,6.1341475,6.150766886
6390,CG30187,FBgn0050187,0.270412883,1.841655041,-1.249707033,0.075363748,0.659113752,-1.363037009
6391,CG30197,FBgn0050197,2.023461092,2.874095425,3.276894708,2.387618233,2.014207238,1.531576476
6392,CG30203,FBgn0050203,0.859000396,1.083471736,2.967598026,3.31829171,0.938220586,2.981034505
6393,stum,FBgn0050263,6.501991998,6.779507602,6.386652721,6.411911891,6.705231452,6.857079807
6394,CG30271,FBgn0050271,2.675559428,2.600168922,2.213739361,2.438415312,2.542494889,2.772895668
6395,CG30284,FBgn0050284,-2.901117765,0.584277391,1.716220222,3.096756997,1.481555366,1.825287962
6396,CG30285,FBgn0050285,0.136092221,1.329740247,1.942183658,-2.808402754,-1.207099738,-0.01869118
6397,CG30291,FBgn0050291,5.933363581,6.080688974,6.117370038,5.319274029,5.672165233,5.602419058
6398,Ipk1,FBgn0050295,-0.298705068,1.483013624,0.417714004,2.19848096,0.232232106,0.535555941
6399,RIC-3,FBgn0050296,5.833812557,5.752322569,5.657700939,5.160838365,5.47198742,5.208306937
6400,Prp38,FBgn0050342,4.789512812,5.340602706,5.106218944,4.735438142,4.710604992,4.745538911
6401,CG30343,FBgn0050343,1.564403469,1.647736214,1.971757932,1.36775061,-0.255666959,0.893344034
6402,CG30344,FBgn0050344,3.559006187,4.228214936,4.275212711,2.231776322,2.30731877,3.235517464
6403,CG30349,FBgn0050349,3.882905871,3.40211028,3.686639617,3.983233608,4.464133699,4.411231901
6404,Mal-A5,FBgn0050359,0.270412883,3.516636545,3.270959335,0.541497485,1.481555366,0.020521723
6405,mtt,FBgn0050361,3.332045641,2.40677106,1.833621392,3.294853606,2.2160753,2.277776657
6406,Asap,FBgn0050372,4.869305633,5.057815587,4.805209495,5.717679871,5.42748548,5.34877019
6407,CG30373,FBgn0050373,1.317822127,1.897272487,2.029147596,1.724222133,2.402360517,1.531576476
6408,CG30377,FBgn0050377,1.729000259,3.036476479,1.426976087,0.668513508,0.938220586,0.132144361
6409,CG30379,FBgn0050379,1.665396807,1.083471736,0.858652928,0.851005434,1.37310005,1.108798075
6410,CG30380,FBgn0050380,-0.236631569,0.738409497,-0.690808528,0.541497485,1.105744562,1.373972972
6411,CG30381,FBgn0050381,2.933546807,2.722224235,2.876721802,2.625408669,2.447632119,2.325527711
6412,CG30389,FBgn0050389,6.96311725,6.786888616,6.416532142,6.488807174,6.194484627,6.433702235
6413,Sgf29,FBgn0050390,3.987385921,4.74568216,4.894776492,4.526603221,4.193523202,4.715983345
6414,CG30392,FBgn0050392,5.784146607,5.660480154,6.045307933,5.413875345,5.115929314,5.618482245
6415,CG30394,FBgn0050394,4.928076151,3.867944475,4.619169516,4.653345368,4.770623588,4.576581482
6416,CG30403,FBgn0050403,4.831772674,4.778635031,4.600358673,4.588958693,5.030730261,4.774501126
6417,Tango11,FBgn0050404,7.72047934,7.585083204,7.633415329,7.517498324,7.629447715,7.566669259
6418,Rpi,FBgn0050410,6.691023655,6.763883456,6.124793584,6.241040648,6.399620183,6.503696087
6419,CG30414,FBgn0050414,1.37858016,-0.61252879,0.185024499,1.032009872,-0.579761743,0.850463248
6420,nord,FBgn0050418,9.044936415,9.522479772,9.302782353,9.73945955,9.497387595,9.769649783
6421,CG30419,FBgn0050419,2.522430683,2.646346677,3.699954127,1.792756121,1.532871301,1.94221786
6422,Usp15-31,FBgn0050421,2.791815429,4.620731598,3.717517792,3.238636845,3.263173985,2.945819749
6423,CG30423,FBgn0050423,7.653420391,8.060482765,8.090302808,8.09475298,8.092078203,8.060481256
6424,CG30424,FBgn0050424,1.165233542,1.760002598,2.309501382,1.087627279,0.689583098,0.132144361
6425,CG30428,FBgn0050428,5.506391923,5.624679718,5.739495269,4.628559605,4.185528208,4.833492668
6426,Opbp,FBgn0050443,4.953262178,4.332771361,4.807261496,4.369061014,4.807556873,5.924622761
6427,Tdc2,FBgn0050446,2.121520229,1.698713778,1.644578948,1.735872945,1.645954032,1.814172605
6428,CG30460,FBgn0050460,2.246314925,5.126913449,5.487714468,5.109144169,5.65006338,4.785925152
6429,CG30463,FBgn0050463,6.840691925,6.23165787,5.919110493,6.79199441,6.985187157,6.536191617
6430,CG30466,FBgn0050466,1.210501608,3.061036582,2.534261779,2.561371865,1.977635318,2.253295064
6431,CG30467,FBgn0050467,6.959807124,6.518633403,6.748831239,6.660627914,6.592347994,5.934280279
6432,ave,FBgn0050476,3.576401611,4.089456045,3.521481793,4.551540133,3.708469271,3.588526105
6433,CG30491,FBgn0050491,5.18069982,5.039393471,4.559552197,5.548794521,5.422958845,4.963684467
6434,CG30493,FBgn0050493,6.110979942,5.668494194,5.579418355,4.934357764,5.84030364,5.684060164
6435,CG30495,FBgn0050495,1.71336034,0.899607136,0.858652928,1.990511666,2.194990726,1.462064766
6436,CG30496,FBgn0050496,5.786016903,5.624679718,5.693641927,5.505208507,5.776090389,5.427467155
6437,CG30499,FBgn0050499,4.642420747,5.040628957,4.853669481,4.608102836,5.128494589,4.66120784
6438,qless,FBgn0051005,4.726631639,4.346822769,3.983772647,5.248852201,5.534170587,4.543311112
6439,Ppi1,FBgn0051025,2.289145388,2.788438234,0.32908921,1.868803062,3.795089279,3.14969243
6440,CG31029,FBgn0051029,1.455804512,-0.280865671,-2.174226554,1.322105633,2.205571531,2.893973415
6441,CG31030,FBgn0051030,10.43785486,10.42179527,10.47495963,10.33353678,10.42623587,10.42264089
6442,CR31032,FBgn0051032,4.867540318,4.842365209,4.912041442,4.595368342,4.886943201,4.765873346
6443,CG31036,FBgn0051036,3.38236351,3.879037616,2.884517324,3.188643641,2.921935577,3.565510548
6444,CG31038,FBgn0051038,5.029446149,4.627325173,5.004367901,4.89722659,4.916225919,5.318607411
6445,Cog7,FBgn0051040,5.940937926,5.503576772,5.29937071,5.544660315,5.90989047,5.547265765
6446,CR31044,FBgn0051044,3.36244646,3.319017885,3.773166453,3.386404459,2.534124177,3.642938419
6447,CG31051,FBgn0051051,5.264918699,5.363491827,5.795352546,5.350870749,5.331726007,5.612880451
6448,CG31053,FBgn0051053,-0.363569895,1.139897284,-3.290859744,1.627465004,-1.323973224,0.639967641
6449,CR31054,FBgn0051054,0.469747574,1.158225816,1.29281582,1.322105633,1.082970983,1.179799296
6450,CG31055,FBgn0051055,2.513427614,2.40677106,0.618033949,3.218016463,1.927384364,3.828382764
6451,CG31064,FBgn0051064,6.82167155,5.711017156,5.382920413,6.487084722,6.806448413,7.159770139
6452,Lerp,FBgn0051072,4.135565343,3.89004611,4.57408664,4.10727121,4.206750514,4.717475592
6453,CG31075,FBgn0051075,7.574460578,7.60338345,7.396715194,7.021131094,7.309657626,7.434996782
6454,LpR2,FBgn0051092,4.958247047,5.188400551,4.908222603,4.470175873,5.482901677,5.402636783
6455,CG31098,FBgn0051098,4.510634436,5.091586552,4.576494875,4.248169516,5.533120858,5.033636989
6456,CG31108,FBgn0051108,5.84372341,5.637801077,5.333942853,5.977733197,4.77950337,6.251543031
6457,CG31109,FBgn0051109,6.395153176,6.10746456,6.728943304,6.409640522,5.706093696,6.304133798
6458,CG31111,FBgn0051111,2.246314925,2.885141551,1.767709074,2.431267175,2.508716628,2.21999299
6459,CG31115,FBgn0051115,-2.559700401,1.553947017,1.316060252,-3.487254983,0.963376834,2.40176012
6460,ClC-a,FBgn0051116,0.859000396,2.991186344,2.820940851,2.357767564,2.297460946,1.531576476
6461,RabX4,FBgn0051118,8.56063167,8.438928301,8.430294153,8.25186037,8.335801985,8.418887516
6462,HDAC11,FBgn0051119,3.181035202,3.47337561,2.366277506,2.561371865,2.801558111,3.005671828
6463,CG31122,FBgn0051122,4.902442612,5.927498544,5.642840244,6.61364471,6.158177516,5.906420574
6464,CG31125,FBgn0051125,6.049246723,6.31876386,6.413167753,5.955483522,6.249845667,6.182448209
6465,CG31126,FBgn0051126,5.048269388,5.515177546,5.729791496,5.81905888,5.084745445,5.248085026
6466,Slimp,FBgn0051133,4.123782051,3.466037633,3.599334942,3.839442592,4.494651881,3.393219515
6467,CG31140,FBgn0051140,8.511033144,8.62483429,8.067370613,8.954837206,9.058103538,9.15600015
6468,CG31145,FBgn0051145,5.99206334,5.774769103,6.234082872,5.72134744,5.861367091,5.998290823
6469,wge,FBgn0051151,5.59973207,5.449722068,6.337093906,5.988121889,5.993931045,5.22203901
6470,Rpb7,FBgn0051155,3.934406086,4.625679602,4.16431603,4.100527831,4.071575861,4.370078385
6471,CG31156,FBgn0051156,2.023461092,1.795563829,0.858652928,1.242666963,0.496295361,0.167511852
6472,Efa6,FBgn0051158,7.078252816,7.073701237,7.214282355,7.749461911,7.673939681,7.832622765
6473,EF-G2,FBgn0051159,2.791815429,2.665693465,2.829042823,2.8723516,2.096100301,3.005671828
6474,SKIP,FBgn0051163,7.743280612,7.887952037,7.755337842,8.093904447,7.895146122,8.066348684
6475,CG31174,FBgn0051174,-0.01203022,0.180170519,0.185024499,0.668513508,-0.904402783,-1.580498875
6476,CG31176,FBgn0051176,2.885508645,2.552464097,1.195901567,1.879346926,1.39175163,2.285845731
6477,CG31183,FBgn0051183,1.649047944,3.089967236,2.620810433,3.45849501,4.551745458,4.63617926
6478,LSm3,FBgn0051184,5.333023435,5.577791736,5.774527578,5.861557078,5.569414357,5.523576959
6479,CG31191,FBgn0051191,5.931674979,5.412986658,5.675783352,6.912070188,6.741129817,7.057729084
6480,CG31195,FBgn0051195,3.833121599,4.637159375,4.092095243,3.447908409,3.616314482,4.226545834
6481,CG31198,FBgn0051198,1.697549012,-4.002720471,0.501208226,3.430089588,3.003024429,-2.148335937
6482,GluRIIE,FBgn0051201,-2.559700401,0.441924029,-1.249707033,-0.741324208,1.193405659,1.197016746
6483,alpha-Man-Ic,FBgn0051202,1.744472446,-0.742506492,0.417714004,0.739680157,0.74865668,0.451968476
6484,CG31211,FBgn0051211,6.466279122,6.042348149,6.293843713,5.695476479,6.097689982,6.288657269
6485,CG31213,FBgn0051213,1.296987212,-2.111352377,1.361454885,-2.348616583,2.2160753,-0.27939331
6486,Naam,FBgn0051216,3.774038748,3.209033471,2.779734109,4.930560624,2.959928288,3.015410145
6487,CG31221,FBgn0051221,6.935578852,6.841428913,7.014748294,7.367119231,6.930028418,7.477449837
6488,CG31223,FBgn0051223,3.372439355,2.874095425,3.396208865,2.979142937,3.443835114,3.444580289
6489,CG31224,FBgn0051224,7.13181355,7.41616903,7.500864041,7.766957283,8.001056416,7.600422627
6490,CG31229,FBgn0051229,4.170348552,4.760754108,4.588476115,4.762745619,4.614626704,4.529785117
6491,CG31231,FBgn0051231,3.134817928,2.734491387,1.957046575,-1.381321834,3.027084859,1.07194261
6492,CG31249,FBgn0051249,6.839341612,7.059144409,7.285563069,7.239934304,7.142138665,6.991432238
6493,CG31251,FBgn0051251,3.152323369,3.080388002,3.12723766,3.022596742,3.268229854,2.502140252
6494,CG31278,FBgn0051278,3.012350059,3.35521645,3.159722271,3.041497245,2.670214486,3.480178389
6495,CG31301,FBgn0051301,6.080062443,5.843629843,5.780806692,6.047762425,6.074787885,6.397854679
6496,HEATR2,FBgn0051320,-0.92401808,0.899607136,1.549714992,2.8723516,-0.73296996,-2.546448901
6497,CG31323,FBgn0051323,3.209186758,3.099483285,3.100712834,2.796496477,1.750813651,2.194502054
6498,CG31324,FBgn0051324,2.289145388,3.294370868,3.433883835,2.91397141,2.759091787,2.856539495
6499,CG31342,FBgn0051342,4.662921335,5.13271807,5.72762621,4.863104107,4.959064862,5.564780553
6500,CG31344,FBgn0051344,5.98881904,6.256327129,5.953795316,5.3375505,5.990875863,5.639100527
6501,CG31347,FBgn0051347,0.182269337,1.567724584,-1.935916106,1.322105633,1.848565445,0.713598522
6502,Unc-115a,FBgn0051352,4.309479616,4.392051152,4.260310785,4.713508454,4.461928925,4.558377797
6503,CG31357,FBgn0051357,6.958563866,6.413838292,6.644810873,6.837990698,6.599887307,6.822828567
6504,CG31360,FBgn0051360,2.617924742,2.40677106,3.306210731,3.310521241,2.829190066,3.504584533
6505,dpr17,FBgn0051361,5.491568552,5.147701687,5.253452623,4.72232037,5.49911979,5.134266895
6506,Jupiter,FBgn0051363,9.756859762,9.828321337,9.846915222,9.808238905,9.642979349,9.964544733
6507,CG31365,FBgn0051365,4.858681197,4.659848464,4.167514433,4.380240008,4.384888455,4.733789242
6508,CG31368,FBgn0051368,2.691612253,2.42202054,3.818633172,4.411451362,2.79456663,4.166629401
6509,sals,FBgn0051374,0.270412883,1.497482056,1.092005171,0.311688385,0.832965292,1.673646038
6510,CR31386,FBgn0051386,0.644854247,0.786332723,0.185024499,-1.598211633,0.273045616,-4.002720471
6511,CG31388,FBgn0051388,6.419454378,6.08787786,5.023910471,6.156874034,6.251123038,5.399851287
6512,MED7,FBgn0051390,6.315166454,6.63526234,6.71534861,6.511861218,6.469327774,6.774185397
6513,Muc96D,FBgn0051439,3.134817928,-0.139838362,2.611446361,3.633751062,4.342373345,3.734222151
6514,CG31441,FBgn0051441,1.275846991,1.686137261,2.452713228,-1.853577458,1.37310005,2.245041335
6515,mRpS18A,FBgn0051450,5.900937219,6.165244462,6.186003258,6.201147852,5.783171763,5.944510871
6516,CR31451,FBgn0051451,9.110400027,9.056960189,9.126851666,9.469130061,9.429830742,9.5586327
6517,pch2,FBgn0051453,5.30981076,5.433824071,5.515591845,5.33468009,5.52891429,5.571397318
6518,CG31457,FBgn0051457,4.259201366,4.322650186,3.627479794,5.243760912,4.472919252,3.945071964
6519,CG31460,FBgn0051460,5.182120851,5.43664236,5.807704748,5.646935341,5.584693501,5.670256519
6520,sgll,FBgn0051472,6.564891278,6.705491717,6.987409002,6.726346506,6.80948626,6.669372582
6521,CG31473,FBgn0051473,3.825867218,3.509515876,4.102159016,4.043072426,4.419385033,3.751805718
6522,CG31475,FBgn0051475,5.899210211,6.000423016,5.847134281,6.827479407,6.924434791,6.88821981
6523,ATPsynepsilonL,FBgn0051477,1.649047944,0.899607136,1.626098623,1.397397535,1.630331982,0.48037248
6524,pb,FBgn0051481,0.677462371,0.180170519,2.771349619,1.550385484,2.162774586,-0.27939331
6525,CG31510,FBgn0051510,6.226356994,6.456581479,6.009218158,6.375133761,6.184490629,6.458008082
6526,CR31514,FBgn0051514,1.2326139,0.762570089,0.133618345,1.14117993,0.938220586,0.783653277
6527,CG31522,FBgn0051522,7.739183581,7.190171214,7.785315264,8.124834034,7.638749376,7.593734834
6528,CG31523,FBgn0051523,4.102926833,4.364690072,3.222576228,3.895057057,3.966628308,3.332191354
6529,CG31524,FBgn0051524,-4.002720471,-2.111352377,-4.002720471,1.550385484,1.582424475,0.451968476
6530,CG31547,FBgn0051547,5.889674536,6.02933805,5.500452819,4.949447163,5.701428854,5.413725297
6531,CG31548,FBgn0051548,0.469747574,0.556908291,1.986320788,0.215104773,0.563643284,0.955366221
6532,CG31549,FBgn0051549,6.486548164,6.860443458,6.837343523,6.603743745,6.551459071,6.460683627
6533,CG31550,FBgn0051550,5.525549326,5.663691114,5.235277987,5.385493457,5.607811679,5.737255352
6534,CG31559,FBgn0051559,-0.06498822,-1.043938746,0.133618345,0.541497485,1.37310005,2.228390853
6535,CG31612,FBgn0051612,2.121520229,0.029020725,0.950638725,-2.348616583,3.555577646,1.108798075
6536,nolo,FBgn0051619,7.556493846,7.198220572,7.401477053,7.61771829,7.879331332,7.652837378
6537,CG31633,FBgn0051633,-0.236631569,1.497482056,2.137501208,1.792756121,-1.323973224,0.783653277
6538,Oatp26F,FBgn0051634,4.478611114,5.504472458,6.498188774,4.519879932,5.002186421,6.546722919
6539,CG31635,FBgn0051635,6.102749823,6.011806711,5.468393537,5.907353943,6.3973145,6.564658851
6540,CG31637,FBgn0051637,6.149262745,5.784388516,5.754461479,5.175885288,5.209577531,5.610473008
6541,CG31638,FBgn0051638,4.424407532,3.941219074,4.088724991,4.240010937,3.69726674,4.451243979
6542,CG31643,FBgn0051643,2.439305965,2.691092102,3.12723766,2.445528207,2.647112492,1.214031141
6543,DIP-theta,FBgn0051646,7.154431675,7.646622979,6.938633067,8.01422169,7.749096427,7.868996753
6544,CG31648,FBgn0051648,5.393157726,5.473702758,5.643988825,5.964176994,5.346142856,5.337168965
6545,pog,FBgn0051660,5.333023435,4.587303981,5.569780817,5.690994499,5.131272073,5.614483184
6546,CG31663,FBgn0051663,2.036089218,1.377455852,2.892270949,3.306620255,2.326834617,2.861947034
6547,wry,FBgn0051665,8.285191153,7.725562404,7.944106056,8.744935036,9.081000563,9.300525698
6548,CG31673,FBgn0051673,1.81943816,-2.767033656,3.01808044,2.028901722,1.914543296,1.962495916
6549,CG31675,FBgn0051675,0.182269337,0.283971128,1.4481715,0.913897529,0.102370038,-1.984096857
6550,CG31676,FBgn0051676,7.595409484,7.701745155,7.917519729,7.87873987,7.922261251,8.031380785
6551,CG31678,FBgn0051678,5.655016692,5.363491827,5.305190574,5.453224129,5.442099719,5.266551202
6552,CG31687,FBgn0051687,1.848366706,1.594891171,2.83709955,2.845716001,2.438690735,2.829193528
6553,CG31690,FBgn0051690,5.839226915,6.044813016,5.903849465,5.80875303,5.822369541,6.329239389
6554,CG31694,FBgn0051694,6.094472484,5.65887199,5.419598741,5.470761208,5.789339581,6.504992778
6555,CG31706,FBgn0051706,4.445860808,5.049247865,4.353126642,3.310521241,4.389535936,4.292106824
6556,DIP-zeta,FBgn0051708,2.267889094,4.098975455,0.374082028,0.593653295,5.536267755,2.738031332
6557,CG31712,FBgn0051712,9.499627728,9.220083718,9.282643607,9.555285666,9.630334417,9.546877409
6558,CG31715,FBgn0051715,6.627250459,6.867422766,7.213895684,7.307126036,6.757851135,7.092934171
6559,Cnot4,FBgn0051716,5.043586553,5.284348729,4.821544356,5.103534179,4.977703572,4.913789952
6560,CG31717,FBgn0051717,6.437415368,6.726755313,6.912183109,6.782897343,6.861429476,6.878247899
6561,mthl15,FBgn0051720,2.168158625,-0.962473926,-1.249707033,-1.853577458,3.056606867,3.044236794
6562,Trim9,FBgn0051721,6.481940283,6.488620166,6.713708605,6.770559999,7.413705194,6.949188372
6563,CG31729,FBgn0051729,4.078717196,5.296810774,3.66869361,6.776565602,5.854660187,4.905958376
6564,AspRS-m,FBgn0051739,6.410389329,5.887547409,6.174921184,6.412819438,6.1554514,6.099041642
